source,listing_id,title,location,property_type,bedrooms,bathrooms,size_sqft,price_kes,amenities,listing_url,scrape_date
BuyRentKenya,I0398,2BR House in Buruburu,Buruburu,House,2,1,1076,3825969,parking|internet|furnished|generator|garden,https://example.com/property/398,2026-01-22
PropertyPro,J0399,3BR Apartment in Donholm,Donholm,Apartment,3,3,1356,16721830,parking|internet|lift|security,https://example.com/property/399,2026-02-04
DiamondTrust,K0400,2BR Apartment in Embakasi,Embakasi,Apartment,2,2,1022,4691767,generator|internet|balcony|garden|pool,https://example.com/property/400,2026-02-11
DiamondTrust,L0401,1BR Apartment in Embakasi,Embakasi,Apartment,1,1,462,2500000,balcony|lift|internet|generator,https://example.com/property/401,2026-02-04
BuyRentKenya,M0402,4BR Bungalow in Ongata Rongai,Ongata Rongai,Bungalow,4,4,3659,21734689,generator|garden|gym|cctv,https://example.com/property/402,2026-01-26
DiamondTrust,N0403,2BR House in Thika Road,Thika Road,House,2,1,1442,8911467,parking|water|cctv,https://example.com/property/403,2026-02-09
PropertyPro,O0404,1BR House in Ongata Rongai,Ongata Rongai,House,1,2,1087,13557530,furnished|generator|playground|internet,https://example.com/property/404,2026-01-29
PropertyPro,P0405,2BR Apartment in Embakasi,Embakasi,Apartment,2,1,979,5333166,,https://example.com/property/405,2026-01-25
BuyRentKenya,Q0406,3BR Bungalow in Kileleshwa,Kileleshwa,Bungalow,3,3,2400,46633244,,https://example.com/property/406,2026-02-15
BuyRentKenya,R0407,1BR Villa in Thika Road,Thika Road,Villa,1,2,914,4757236,security|balcony|pool,https://example.com/property/407,2026-02-09
PropertyPro,S0408,1BR House in Donholm,Donholm,House,1,2,979,4261990,,https://example.com/property/408,2026-02-05
BuyRentKenya,T0409,2BR Villa in Runda,Runda,Villa,2,1,1044,82439798,,https://example.com/property/409,2026-02-13
DiamondTrust,U0410,4BR Bungalow in Kileleshwa,Kileleshwa,Bungalow,4,4,2777,48018362,,https://example.com/property/410,2026-02-14
BuyRentKenya,V0411,1BR Townhouse in Buruburu,Buruburu,Townhouse,1,2,1044,7218939,cctv|playground|internet|balcony|lift,https://example.com/property/411,2026-02-04
BuyRentKenya,W0412,1BR Villa in Ongata Rongai,Ongata Rongai,Villa,1,1,871,12576089,security|water|gym,https://example.com/property/412,2026-02-06
DiamondTrust,X0413,1BR Apartment in Parklands,Parklands,Apartment,1,1,581,23225562,,https://example.com/property/413,2026-02-15
DiamondTrust,Y0414,3BR House in Kasarani,Kasarani,House,3,3,2292,13043776,garden|playground,https://example.com/property/414,2026-02-15
DiamondTrust,Z0415,3BR Townhouse in Syokimau,Syokimau,Townhouse,3,2,1323,4602015,,https://example.com/property/415,2026-02-10
PropertyPro,A0416,2BR House in Ngong,Ngong,House,2,2,1420,6773161,generator|pool,https://example.com/property/416,2026-01-29
PropertyPro,B0417,3BR Villa in Kilimani,Kilimani,Villa,3,3,2378,42132279,garden|water|pool|security|gym,https://example.com/property/417,2026-02-05
DiamondTrust,C0418,2BR Villa in Ngong,Ngong,Villa,2,1,925,15449754,,https://example.com/property/418,2026-02-14
PropertyPro,D0419,4BR Bungalow in Kileleshwa,Kileleshwa,Bungalow,4,4,2766,42528153,,https://example.com/property/419,2026-01-25
DiamondTrust,E0420,4BR Villa in Embakasi,Embakasi,Villa,4,3,4208,9683718,pool|furnished,https://example.com/property/420,2026-01-28
DiamondTrust,F0421,3BR Villa in Kasarani,Kasarani,Villa,3,3,3035,13139005,,https://example.com/property/421,2026-01-27
PropertyPro,G0422,4BR House in Karen,Karen,House,4,4,2938,76188116,,https://example.com/property/422,2026-01-20
PropertyPro,H0423,3BR Villa in Kileleshwa,Kileleshwa,Villa,3,2,2809,17004243,generator|security,https://example.com/property/423,2026-02-13
BuyRentKenya,I0424,5BR Bungalow in Karen,Karen,Bungalow,5,5,1022,74566685,furnished|parking|cctv|internet,https://example.com/property/424,2026-01-24
PropertyPro,J0425,2BR Townhouse in Ngong,Ngong,Townhouse,2,1,1130,19906978,parking|pool|cctv|gym,https://example.com/property/425,2026-02-05
DiamondTrust,K0426,2BR Villa in Kasarani,Kasarani,Villa,2,2,1151,13490133,,https://example.com/property/426,2026-02-07
BuyRentKenya,L0427,3BR Apartment in Karen,Karen,Apartment,3,2,1431,25849717,,https://example.com/property/427,2026-02-06
PropertyPro,M0428,1BR Townhouse in Lavington,Lavington,Townhouse,1,2,968,37998329,lift|cctv|furnished|water,https://example.com/property/428,2026-01-27
DiamondTrust,N0429,2BR Apartment in Thika Road,Thika Road,Apartment,2,1,807,8695631,gym|generator|water|security,https://example.com/property/429,2026-02-06
PropertyPro,O0430,3BR Apartment in Thika Road,Thika Road,Apartment,3,3,1216,7955598,lift|playground|water|parking|cctv,https://example.com/property/430,2026-02-13
BuyRentKenya,P0431,2BR Townhouse in Runda,Runda,Townhouse,2,1,1173,73833537,lift|furnished|cctv,https://example.com/property/431,2026-01-29
BuyRentKenya,Q0432,5BR House in Kileleshwa,Kileleshwa,House,5,5,3283,45295882,,https://example.com/property/432,2026-01-20
PropertyPro,R0433,3BR Townhouse in Upper Hill,Upper Hill,Townhouse,3,2,1323,94574759,balcony|internet,https://example.com/property/433,2026-01-28
PropertyPro,S0434,2BR Apartment in Lavington,Lavington,Apartment,2,2,742,46676430,generator|gym,https://example.com/property/434,2026-01-26
PropertyPro,T0435,3BR Villa in Kasarani,Kasarani,Villa,3,2,2841,14759276,,https://example.com/property/435,2026-02-01
BuyRentKenya,U0436,2BR Apartment in Ongata Rongai,Ongata Rongai,Apartment,2,2,968,6275437,,https://example.com/property/436,2026-01-31
BuyRentKenya,V0437,2BR Villa in Buruburu,Buruburu,Villa,2,2,861,12020543,,https://example.com/property/437,2026-01-23
DiamondTrust,W0438,3BR House in Runda,Runda,House,3,2,2142,157900953,,https://example.com/property/438,2026-02-08
DiamondTrust,X0439,2BR Bungalow in Langata,Langata,Bungalow,2,1,1808,13730667,furnished|lift|water,https://example.com/property/439,2026-02-07
DiamondTrust,Y0440,2BR Townhouse in Lavington,Lavington,Townhouse,2,1,1130,51509245,gym|balcony,https://example.com/property/440,2026-02-11
PropertyPro,Z0441,3BR Bungalow in Kasarani,Kasarani,Bungalow,3,2,1840,4767951,,https://example.com/property/441,2026-01-24
DiamondTrust,A0442,3BR Townhouse in Upper Hill,Upper Hill,Townhouse,3,2,1765,78227651,,https://example.com/property/442,2026-02-15
DiamondTrust,B0443,1BR Townhouse in Langata,Langata,Townhouse,1,2,947,8546923,,https://example.com/property/443,2026-02-18
PropertyPro,C0444,3BR Villa in Westlands,Westlands,Villa,3,2,2400,31379428,generator|lift|internet|cctv|garden,https://example.com/property/444,2026-02-07
BuyRentKenya,D0445,3BR House in Ngong,Ngong,House,3,3,1560,11905884,,https://example.com/property/445,2026-01-28
BuyRentKenya,E0446,5BR Villa in Langata,Langata,Villa,5,5,4563,52500000,garden|pool|gym,https://example.com/property/446,2026-01-26
DiamondTrust,F0447,2BR House in Kasarani,Kasarani,House,2,2,1173,6094729,,https://example.com/property/447,2026-02-18
DiamondTrust,G0448,3BR Villa in Kasarani,Kasarani,Villa,3,3,2551,5207971,,https://example.com/property/448,2026-01-28
DiamondTrust,H0449,2BR Apartment in Kileleshwa,Kileleshwa,Apartment,2,2,828,29398314,balcony|parking|furnished|internet|pool,https://example.com/property/449,2026-01-26
BuyRentKenya,I0450,1BR Townhouse in Embakasi,Embakasi,Townhouse,1,2,1162,5698948,,https://example.com/property/450,2026-02-02
PropertyPro,J0451,2BR Villa in Kitengela,Kitengela,Villa,2,2,968,10525236,,https://example.com/property/451,2026-02-12
BuyRentKenya,K0452,2BR House in Karen,Karen,House,2,2,1410,102677656,,https://example.com/property/452,2026-01-21
PropertyPro,L0453,2BR Apartment in Langata,Langata,Apartment,2,2,699,12186543,balcony|garden|gym|lift,https://example.com/property/453,2026-02-10
DiamondTrust,M0454,2BR House in Lavington,Lavington,House,2,1,1431,44082361,security|pool|furnished|generator,https://example.com/property/454,2026-02-10
BuyRentKenya,N0455,3BR Apartment in Komarock,Komarock,Apartment,3,2,1216,3499296,garden|generator|parking|pool,https://example.com/property/455,2026-02-03
BuyRentKenya,O0456,3BR Apartment in Syokimau,Syokimau,Apartment,3,2,1334,6158134,water|playground|garden,https://example.com/property/456,2026-01-28
BuyRentKenya,P0457,4BR House in Kilimani,Kilimani,House,4,3,2734,46326251,,https://example.com/property/457,2026-02-02
PropertyPro,Q0458,3BR Villa in Syokimau,Syokimau,Villa,3,2,2852,3746480,garden|parking|water|lift|gym,https://example.com/property/458,2026-02-18
DiamondTrust,R0459,2BR Bungalow in Parklands,Parklands,Bungalow,2,2,1679,12527595,,https://example.com/property/459,2026-02-02
PropertyPro,S0460,3BR Villa in Kilimani,Kilimani,Villa,3,2,2325,40416640,,https://example.com/property/460,2026-02-03
BuyRentKenya,T0461,2BR Apartment in Lavington,Lavington,Apartment,2,2,828,32644327,,https://example.com/property/461,2026-02-11
DiamondTrust,U0462,2BR Bungalow in Kitengela,Kitengela,Bungalow,2,1,1485,11382468,,https://example.com/property/462,2026-02-13
PropertyPro,V0463,1BR Townhouse in Donholm,Donholm,Townhouse,1,2,1140,5694241,,https://example.com/property/463,2026-01-20
BuyRentKenya,W0464,2BR Bungalow in Donholm,Donholm,Bungalow,2,2,1915,10771223,security|parking|gym,https://example.com/property/464,2026-02-02
BuyRentKenya,X0465,4BR Apartment in Upper Hill,Upper Hill,Apartment,4,4,1765,31340087,furnished|lift|garden|parking|generator,https://example.com/property/465,2026-01-23
PropertyPro,Y0466,2BR House in Ngong,Ngong,House,2,1,1227,18168419,gym|internet|pool|lift|cctv,https://example.com/property/466,2026-02-05
PropertyPro,Z0467,4BR Bungalow in Ngong,Ngong,Bungalow,4,3,2917,37977552,water|furnished|parking|cctv,https://example.com/property/467,2026-02-13
PropertyPro,A0468,3BR Villa in Karen,Karen,Villa,3,3,2766,44845060,cctv|parking,https://example.com/property/468,2026-02-18
PropertyPro,B0469,1BR Bungalow in Kileleshwa,Kileleshwa,Bungalow,1,2,914,12000000,balcony|water|furnished,https://example.com/property/469,2026-02-01
BuyRentKenya,C0470,3BR House in Lavington,Lavington,House,3,2,2292,38330697,gym|parking|lift|pool,https://example.com/property/470,2026-02-03
PropertyPro,D0471,3BR Villa in Thika Road,Thika Road,Villa,3,3,2195,10919380,,https://example.com/property/471,2026-02-05
BuyRentKenya,E0472,3BR Bungalow in Upper Hill,Upper Hill,Bungalow,3,3,2066,94554847,,https://example.com/property/472,2026-02-16
DiamondTrust,F0473,1BR Apartment in Upper Hill,Upper Hill,Apartment,1,1,592,53966093,generator|pool,https://example.com/property/473,2026-01-29
BuyRentKenya,G0474,1BR Townhouse in Kitengela,Kitengela,Townhouse,1,1,1216,7878620,,https://example.com/property/474,2026-02-12
BuyRentKenya,H0475,4BR Townhouse in Parklands,Parklands,Townhouse,4,4,2228,43122655,balcony|security|generator,https://example.com/property/475,2026-01-28
DiamondTrust,I0476,2BR Bungalow in Ongata Rongai,Ongata Rongai,Bungalow,2,1,1356,17003583,,https://example.com/property/476,2026-02-08
PropertyPro,J0477,2BR Bungalow in Donholm,Donholm,Bungalow,2,1,1625,4017124,,https://example.com/property/477,2026-01-28
BuyRentKenya,K0478,4BR Bungalow in Lavington,Lavington,Bungalow,4,4,2820,66694987,,https://example.com/property/478,2026-02-01
PropertyPro,L0479,2BR Townhouse in Embakasi,Embakasi,Townhouse,2,2,979,6879533,,https://example.com/property/479,2026-02-16
DiamondTrust,M0480,3BR Apartment in Kitengela,Kitengela,Apartment,3,3,1044,5884937,,https://example.com/property/480,2026-02-19
BuyRentKenya,N0481,3BR Bungalow in Thika Road,Thika Road,Bungalow,3,3,2012,13505767,security|internet,https://example.com/property/481,2026-01-25
PropertyPro,O0482,3BR Bungalow in Kasarani,Kasarani,Bungalow,3,3,2508,14454640,,https://example.com/property/482,2026-02-13
PropertyPro,P0483,1BR Apartment in Upper Hill,Upper Hill,Apartment,1,1,527,31620216,,https://example.com/property/483,2026-02-01
PropertyPro,Q0484,2BR Bungalow in Kitengela,Kitengela,Bungalow,2,1,1743,9984514,parking|generator|cctv,https://example.com/property/484,2026-01-26
DiamondTrust,R0485,2BR Apartment in Embakasi,Embakasi,Apartment,2,1,796,7938114,,https://example.com/property/485,2026-02-06
BuyRentKenya,S0486,3BR Apartment in Thika Road,Thika Road,Apartment,3,3,1442,11826203,gym|furnished|internet|parking|security,https://example.com/property/486,2026-01-30
DiamondTrust,T0487,4BR House in Embakasi,Embakasi,House,4,3,2637,3624791,generator|garden,https://example.com/property/487,2026-02-16
DiamondTrust,U0488,4BR Bungalow in Donholm,Donholm,Bungalow,4,3,3164,20810609,,https://example.com/property/488,2026-02-17
BuyRentKenya,V0489,5BR Villa in Westlands,Westlands,Villa,5,4,5672,106390114,balcony|cctv|water,https://example.com/property/489,2026-02-17
DiamondTrust,W0490,3BR Apartment in Lavington,Lavington,Apartment,3,2,1205,61237567,gym|cctv,https://example.com/property/490,2026-02-12
BuyRentKenya,X0491,3BR House in Donholm,Donholm,House,3,3,1915,12487149,,https://example.com/property/491,2026-02-01
PropertyPro,Y0492,4BR Bungalow in Syokimau,Syokimau,Bungalow,4,4,3326,11224594,playground|security|water|generator,https://example.com/property/492,2026-02-16
DiamondTrust,Z0493,2BR Bungalow in Kilimani,Kilimani,Bungalow,2,2,1345,47145742,gym|lift|water|security,https://example.com/property/493,2026-01-31
BuyRentKenya,A0494,4BR Bungalow in Embakasi,Embakasi,Bungalow,4,3,3756,10427439,,https://example.com/property/494,2026-02-03
DiamondTrust,B0495,2BR House in Donholm,Donholm,House,2,1,1313,10297232,security|pool|parking|garden,https://example.com/property/495,2026-01-29
PropertyPro,C0496,1BR Apartment in Buruburu,Buruburu,Apartment,1,1,570,6295066,,https://example.com/property/496,2026-01-22
BuyRentKenya,D0497,3BR Villa in Westlands,Westlands,Villa,3,2,2314,28999628,,https://example.com/property/497,2026-02-14
BuyRentKenya,E0498,3BR Bungalow in Kileleshwa,Kileleshwa,Bungalow,3,2,2292,24101060,water|parking|cctv|internet|generator,https://example.com/property/498,2026-02-17
DiamondTrust,F0499,1BR Villa in Kileleshwa,Kileleshwa,Villa,1,1,1270,23381006,water|generator|gym|furnished|playground,https://example.com/property/499,2026-02-12
DiamondTrust,G0500,2BR Villa in Kileleshwa,Kileleshwa,Villa,2,1,861,28172189,cctv|parking|water|playground,https://example.com/property/500,2026-02-15
DiamondTrust,H0501,4BR Townhouse in Lavington,Lavington,Townhouse,4,4,2174,23428109,furnished|garden,https://example.com/property/501,2026-02-10
DiamondTrust,I0502,3BR Townhouse in Kitengela,Kitengela,Townhouse,3,2,1474,6609255,gym|parking|internet|pool,https://example.com/property/502,2026-02-08
PropertyPro,J0503,1BR Townhouse in Thika Road,Thika Road,Townhouse,1,2,1054,3740758,garden|water|lift|furnished,https://example.com/property/503,2026-02-06
BuyRentKenya,K0504,4BR Bungalow in Kilimani,Kilimani,Bungalow,4,3,3745,19665915,,https://example.com/property/504,2026-01-28
PropertyPro,L0505,2BR House in Lavington,Lavington,House,2,2,1194,30784491,,https://example.com/property/505,2026-01-31
DiamondTrust,M0506,3BR Townhouse in Embakasi,Embakasi,Townhouse,3,2,1539,5102525,furnished|generator|security|garden,https://example.com/property/506,2026-02-03
BuyRentKenya,N0507,2BR House in Syokimau,Syokimau,House,2,2,1323,13554725,cctv|generator|playground|pool,https://example.com/property/507,2026-02-08
BuyRentKenya,O0508,3BR Bungalow in Ngong,Ngong,Bungalow,3,3,2174,6796798,internet|water|furnished,https://example.com/property/508,2026-01-22
BuyRentKenya,P0509,2BR Villa in Embakasi,Embakasi,Villa,2,2,1130,3028697,furnished|playground,https://example.com/property/509,2026-02-11
BuyRentKenya,Q0510,4BR Bungalow in Ongata Rongai,Ongata Rongai,Bungalow,4,4,2927,22846805,lift|generator|security|furnished|cctv,https://example.com/property/510,2026-02-18
PropertyPro,R0511,4BR Bungalow in Karen,Karen,Bungalow,4,3,2830,61061328,balcony|furnished|parking|water,https://example.com/property/511,2026-01-31
DiamondTrust,S0512,2BR Apartment in Kasarani,Kasarani,Apartment,2,1,818,6085792,gym|balcony|parking,https://example.com/property/512,2026-02-02
BuyRentKenya,T0513,4BR Townhouse in Thika Road,Thika Road,Townhouse,4,3,2518,12307188,garden|parking,https://example.com/property/513,2026-02-01
DiamondTrust,U0514,2BR House in Kitengela,Kitengela,House,2,2,1377,4000000,,https://example.com/property/514,2026-01-29
DiamondTrust,V0515,3BR Apartment in Ngong,Ngong,Apartment,3,3,1313,20091187,,https://example.com/property/515,2026-02-05
PropertyPro,W0516,3BR Bungalow in Parklands,Parklands,Bungalow,3,2,2378,37800300,,https://example.com/property/516,2026-02-01
BuyRentKenya,X0517,2BR House in Kitengela,Kitengela,House,2,2,1334,13942903,gym|lift,https://example.com/property/517,2026-02-18
BuyRentKenya,Y0518,4BR House in Kilimani,Kilimani,House,4,3,2734,35793855,,https://example.com/property/518,2026-02-07
PropertyPro,Z0519,4BR Townhouse in Upper Hill,Upper Hill,Townhouse,4,3,2475,129473033,balcony|internet,https://example.com/property/519,2026-02-06
BuyRentKenya,A0520,2BR Townhouse in Kileleshwa,Kileleshwa,Townhouse,2,2,882,39908994,gym|parking|pool|garden|playground,https://example.com/property/520,2026-02-06
BuyRentKenya,B0521,4BR House in Komarock,Komarock,House,4,3,2475,7874827,,https://example.com/property/521,2026-02-06
DiamondTrust,C0522,2BR House in Kileleshwa,Kileleshwa,House,2,1,1323,36338884,,https://example.com/property/522,2026-02-18
PropertyPro,D0523,3BR Villa in Runda,Runda,Villa,3,2,2346,89379174,,https://example.com/property/523,2026-02-01
DiamondTrust,E0524,2BR Townhouse in Syokimau,Syokimau,Townhouse,2,2,947,6834216,garden|furnished|lift|internet,https://example.com/property/524,2026-02-16
PropertyPro,F0525,3BR Townhouse in Upper Hill,Upper Hill,Townhouse,3,2,1883,45020358,garden|parking|water|gym|internet,https://example.com/property/525,2026-02-05
DiamondTrust,G0526,5BR Townhouse in Thika Road,Thika Road,Townhouse,5,4,1087,10040366,water|gym|playground|internet|cctv,https://example.com/property/526,2026-01-24
PropertyPro,H0527,3BR Townhouse in Parklands,Parklands,Townhouse,3,2,1851,17471809,,https://example.com/property/527,2026-02-03
DiamondTrust,I0528,5BR Bungalow in Donholm,Donholm,Bungalow,5,5,1184,23506153,security|lift|internet|pool,https://example.com/property/528,2026-01-26
BuyRentKenya,J0529,2BR Villa in Kitengela,Kitengela,Villa,2,2,914,11657345,playground|furnished,https://example.com/property/529,2026-02-12
PropertyPro,K0530,2BR Apartment in Ngong,Ngong,Apartment,2,1,957,24578889,cctv|furnished|parking|gym|balcony,https://example.com/property/530,2026-02-18
PropertyPro,L0531,4BR House in Komarock,Komarock,House,4,4,2206,4382152,generator|internet|pool|gym|balcony,https://example.com/property/531,2026-02-01
DiamondTrust,M0532,1BR Townhouse in Langata,Langata,Townhouse,1,2,1097,11172827,playground|balcony|security|pool,https://example.com/property/532,2026-02-13
BuyRentKenya,N0533,2BR Townhouse in Kileleshwa,Kileleshwa,Townhouse,2,2,1173,17051936,pool|parking|generator,https://example.com/property/533,2026-02-16
DiamondTrust,O0534,2BR House in Buruburu,Buruburu,House,2,1,1184,11153589,,https://example.com/property/534,2026-01-27
BuyRentKenya,P0535,4BR Bungalow in Ngong,Ngong,Bungalow,4,3,2884,18806946,internet|pool|playground|security,https://example.com/property/535,2026-02-08
DiamondTrust,Q0536,2BR Apartment in Donholm,Donholm,Apartment,2,2,710,4000000,playground|water|security|pool|lift,https://example.com/property/536,2026-01-31
DiamondTrust,R0537,1BR House in Kileleshwa,Kileleshwa,House,1,1,1205,18348864,,https://example.com/property/537,2026-02-02
PropertyPro,S0538,3BR Bungalow in Upper Hill,Upper Hill,Bungalow,3,3,2088,96364746,,https://example.com/property/538,2026-02-14
DiamondTrust,T0539,3BR Villa in Komarock,Komarock,Villa,3,2,2895,15831942,lift|security|water,https://example.com/property/539,2026-01-24
DiamondTrust,U0540,2BR Apartment in Kasarani,Kasarani,Apartment,2,1,742,9236803,,https://example.com/property/540,2026-01-31
BuyRentKenya,V0541,2BR Apartment in Komarock,Komarock,Apartment,2,2,904,5120314,,https://example.com/property/541,2026-01-31
PropertyPro,W0542,4BR Apartment in Parklands,Parklands,Apartment,4,3,1689,16125794,furnished|generator|parking|internet,https://example.com/property/542,2026-02-19
BuyRentKenya,X0543,2BR Villa in Donholm,Donholm,Villa,2,2,1065,5901061,gym|balcony|water,https://example.com/property/543,2026-02-11
BuyRentKenya,Y0544,3BR Townhouse in Runda,Runda,Townhouse,3,2,1560,159968675,,https://example.com/property/544,2026-01-20
BuyRentKenya,Z0545,3BR Townhouse in Thika Road,Thika Road,Townhouse,3,2,1582,14008785,water|pool|lift|garden,https://example.com/property/545,2026-02-05
PropertyPro,A0546,2BR House in Kasarani,Kasarani,House,2,2,1194,11759237,furnished|pool|internet|cctv|balcony,https://example.com/property/546,2026-02-05
PropertyPro,B0547,3BR Villa in Komarock,Komarock,Villa,3,3,2949,5135458,furnished|internet|parking,https://example.com/property/547,2026-02-13
DiamondTrust,C0548,4BR Townhouse in Upper Hill,Upper Hill,Townhouse,4,3,1980,118751796,,https://example.com/property/548,2026-02-18
DiamondTrust,D0549,3BR Villa in Buruburu,Buruburu,Villa,3,3,2486,8417838,balcony|water,https://example.com/property/549,2026-02-02
BuyRentKenya,E0550,3BR House in Donholm,Donholm,House,3,2,2109,18427566,water|cctv|parking|security,https://example.com/property/550,2026-02-04
PropertyPro,F0551,3BR Townhouse in Lavington,Lavington,Townhouse,3,3,1345,38308542,playground|generator|balcony,https://example.com/property/551,2026-01-21
DiamondTrust,G0552,3BR Apartment in Kitengela,Kitengela,Apartment,3,2,1313,10302934,gym|security|lift|parking|garden,https://example.com/property/552,2026-02-10
BuyRentKenya,H0553,5BR House in Langata,Langata,House,5,4,3584,25189327,,https://example.com/property/553,2026-01-26
BuyRentKenya,I0554,2BR Townhouse in Ongata Rongai,Ongata Rongai,Townhouse,2,2,968,20086094,,https://example.com/property/554,2026-02-04
PropertyPro,J0555,4BR Townhouse in Parklands,Parklands,Townhouse,4,3,1808,43382393,generator|garden|balcony|internet|furnished,https://example.com/property/555,2026-01-30
PropertyPro,K0556,4BR Bungalow in Thika Road,Thika Road,Bungalow,4,4,2712,10794482,,https://example.com/property/556,2026-02-13
BuyRentKenya,L0557,2BR House in Buruburu,Buruburu,House,2,1,1227,6882861,,https://example.com/property/557,2026-02-08
DiamondTrust,M0558,5BR Bungalow in Karen,Karen,Bungalow,5,4,871,225000000,playground|cctv|generator|internet|garden,https://example.com/property/558,2026-02-07
PropertyPro,N0559,3BR Villa in Upper Hill,Upper Hill,Villa,3,3,2680,31370621,furnished|internet,https://example.com/property/559,2026-02-13
DiamondTrust,O0560,2BR Villa in Kitengela,Kitengela,Villa,2,2,1270,7409145,garden|cctv|furnished|playground,https://example.com/property/560,2026-02-08
PropertyPro,P0561,4BR Apartment in Embakasi,Embakasi,Apartment,4,3,1819,9228866,,https://example.com/property/561,2026-02-18
DiamondTrust,Q0562,3BR Apartment in Langata,Langata,Apartment,3,2,1130,26934237,balcony|cctv|internet|security|furnished,https://example.com/property/562,2026-01-30
PropertyPro,R0563,3BR Villa in Lavington,Lavington,Villa,3,2,2658,25010240,cctv|lift|generator|security,https://example.com/property/563,2026-01-29
PropertyPro,S0564,2BR Apartment in Ongata Rongai,Ongata Rongai,Apartment,2,1,1011,14453729,security|cctv,https://example.com/property/564,2026-02-09
DiamondTrust,T0565,2BR Villa in Embakasi,Embakasi,Villa,2,2,1011,7973914,,https://example.com/property/565,2026-02-14
BuyRentKenya,U0566,3BR Townhouse in Kileleshwa,Kileleshwa,Townhouse,3,3,1593,48446020,generator|water|balcony|pool|furnished,https://example.com/property/566,2026-02-17
DiamondTrust,V0567,1BR Villa in Kitengela,Kitengela,Villa,1,2,914,5520849,pool|gym|cctv|playground|garden,https://example.com/property/567,2026-01-22
PropertyPro,W0568,2BR Villa in Kilimani,Kilimani,Villa,2,1,893,44431329,lift|balcony|garden|security|gym,https://example.com/property/568,2026-02-14
DiamondTrust,X0569,3BR Apartment in Karen,Karen,Apartment,3,3,1431,118170402,,https://example.com/property/569,2026-02-12
BuyRentKenya,Y0570,1BR Villa in Langata,Langata,Villa,1,2,1011,10753245,,https://example.com/property/570,2026-02-08
BuyRentKenya,Z0571,3BR Bungalow in Kitengela,Kitengela,Bungalow,3,3,2260,17250634,generator|furnished,https://example.com/property/571,2026-02-14
PropertyPro,A0572,2BR House in Thika Road,Thika Road,House,2,1,1044,5447963,internet|pool,https://example.com/property/572,2026-02-03
DiamondTrust,B0573,2BR House in Kilimani,Kilimani,House,2,1,1334,35511994,furnished|cctv|parking|pool,https://example.com/property/573,2026-01-30
PropertyPro,C0574,2BR Townhouse in Ongata Rongai,Ongata Rongai,Townhouse,2,1,990,12001789,generator|parking|internet,https://example.com/property/574,2026-01-25
DiamondTrust,D0575,2BR House in Embakasi,Embakasi,House,2,2,1130,3451564,garden|balcony|furnished|gym|pool,https://example.com/property/575,2026-01-30
PropertyPro,E0576,3BR Apartment in Ongata Rongai,Ongata Rongai,Apartment,3,3,1323,12671587,,https://example.com/property/576,2026-02-04
BuyRentKenya,F0577,3BR House in Kileleshwa,Kileleshwa,House,3,3,1571,48827272,,https://example.com/property/577,2026-02-09
DiamondTrust,G0578,3BR Townhouse in Ongata Rongai,Ongata Rongai,Townhouse,3,3,1582,24123625,furnished|pool|cctv|balcony,https://example.com/property/578,2026-01-31
DiamondTrust,H0579,3BR Bungalow in Langata,Langata,Bungalow,3,3,1797,22406657,security|balcony|furnished|pool,https://example.com/property/579,2026-02-07
DiamondTrust,I0580,2BR Apartment in Langata,Langata,Apartment,2,1,990,17067475,water|generator,https://example.com/property/580,2026-02-07
PropertyPro,J0581,2BR House in Thika Road,Thika Road,House,2,1,1377,3899670,internet|gym,https://example.com/property/581,2026-02-19
PropertyPro,K0582,2BR House in Buruburu,Buruburu,House,2,1,1184,9104516,water|pool,https://example.com/property/582,2026-02-02
BuyRentKenya,L0583,2BR Bungalow in Kitengela,Kitengela,Bungalow,2,2,1517,4108800,security|balcony|furnished|internet,https://example.com/property/583,2026-01-29
BuyRentKenya,M0584,1BR Bungalow in Runda,Runda,Bungalow,1,1,1001,42575300,security|gym,https://example.com/property/584,2026-02-01
BuyRentKenya,N0585,1BR Townhouse in Kilimani,Kilimani,Townhouse,1,1,936,34947166,pool|furnished|playground|balcony|garden,https://example.com/property/585,2026-01-24
BuyRentKenya,O0586,4BR House in Ongata Rongai,Ongata Rongai,House,4,3,2195,7928026,furnished|garden,https://example.com/property/586,2026-01-22
BuyRentKenya,P0587,3BR Apartment in Buruburu,Buruburu,Apartment,3,2,1151,5135178,balcony|water|generator,https://example.com/property/587,2026-01-27
DiamondTrust,Q0588,2BR Villa in Syokimau,Syokimau,Villa,2,2,1216,13066484,,https://example.com/property/588,2026-01-20
PropertyPro,R0589,3BR Villa in Embakasi,Embakasi,Villa,3,2,3164,3078161,,https://example.com/property/589,2026-02-17
DiamondTrust,S0590,2BR Villa in Komarock,Komarock,Villa,2,1,947,11107058,furnished|gym|balcony|water,https://example.com/property/590,2026-01-24
DiamondTrust,T0591,3BR House in Karen,Karen,House,3,2,1829,43460356,,https://example.com/property/591,2026-02-09
PropertyPro,U0592,3BR Villa in Komarock,Komarock,Villa,3,2,2992,8415764,gym|balcony|cctv,https://example.com/property/592,2026-01-24
PropertyPro,V0593,3BR Townhouse in Kileleshwa,Kileleshwa,Townhouse,3,2,1582,46412976,,https://example.com/property/593,2026-02-10
BuyRentKenya,W0594,2BR Apartment in Westlands,Westlands,Apartment,2,1,871,41717182,,https://example.com/property/594,2026-02-04
